-4.00000000e+00 4.50480277e+03 4.05199650e+04 1.08863925e+05 8.98439510e-06 8.02736424e-05 2.11269952e-04
-3.80000000e+00 4.50480112e+03 4.05199298e+04 1.08863674e+05 8.98439212e-06 8.02735796e-05 2.11269943e-04
-3.60000000e+00 4.50479895e+03 4.05198840e+04 1.08863347e+05 8.98438822e-06 8.02734977e-05 2.11269932e-04
-3.40000000e+00 4.50479612e+03 4.05198242e+04 1.08862921e+05 8.98438312e-06 8.02733908e-05 2.11269918e-04
-3.20000000e+00 4.50479242e+03 4.05197462e+04 1.08862365e+05 8.98437645e-06 8.02732514e-05 2.11269899e-04
-3.00000000e+00 4.50478758e+03 4.05196444e+04 1.08861639e+05 8.98436772e-06 8.02730693e-05 2.11269875e-04
-2.80000000e+00 4.50478124e+03 4.05195114e+04 1.08860690e+05 8.98435629e-06 8.02728315e-05 2.11269843e-04
-2.60000000e+00 4.50477294e+03 4.05193375e+04 1.08859451e+05 8.98434132e-06 8.02725207e-05 2.11269802e-04
-2.40000000e+00 4.50476205e+03 4.05191102e+04 1.08857830e+05 8.98432170e-06 8.02721144e-05 2.11269749e-04
-2.20000000e+00 4.50474779e+03 4.05188129e+04 1.08855711e+05 8.98429599e-06 8.02715830e-05 2.11269680e-04
-2.00000000e+00 4.50472907e+03 4.05184239e+04 1.08852937e+05 8.98426225e-06 8.02708875e-05 2.11269590e-04
-1.80000000e+00 4.50470451e+03 4.05179145e+04 1.08849305e+05 8.98421799e-06 8.02699769e-05 2.11269473e-04
-1.60000000e+00 4.50467228e+03 4.05172473e+04 1.08844549e+05 8.98415988e-06 8.02687843e-05 2.11269321e-04
-1.40000000e+00 4.50462994e+03 4.05163730e+04 1.08838316e+05 8.98408356e-06 8.02672214e-05 2.11269123e-04
-1.20000000e+00 4.50457431e+03 4.05152268e+04 1.08830145e+05 8.98398329e-06 8.02651724e-05 2.11268866e-04
-1.00000000e+00 4.50450118e+03 4.05137235e+04 1.08819429e+05 8.98385148e-06 8.02624850e-05 2.11268530e-04
-8.00000000e-01 4.50440502e+03 4.05117509e+04 1.08805369e+05 8.98367815e-06 8.02589588e-05 2.11268093e-04
-6.00000000e-01 4.50427852e+03 4.05091615e+04 1.08786915e+05 8.98345013e-06 8.02543299e-05 2.11267523e-04
-4.00000000e-01 4.50411203e+03 4.05057610e+04 1.08762684e+05 8.98315003e-06 8.02482510e-05 2.11266779e-04
-2.00000000e-01 4.50389284e+03 4.05012934e+04 1.08730855e+05 8.98275493e-06 8.02402646e-05 2.11265809e-04
-4.44089210e-16 4.50360415e+03 4.04954217e+04 1.08689034e+05 8.98223454e-06 8.02297681e-05 2.11264543e-04
2.00000000e-01 4.50322377e+03 4.04877018e+04 1.08634066e+05 8.98154890e-06 8.02159674e-05 2.11262888e-04
